player,team,season,type
Angel Di Maria,Argentina,2015-2016,nation
Nicolas Gaitan,Argentina,2015-2016,nation
Erik Lamela,Argentina,2015-2016,nation
Javier Pastore,Argentina,2015-2016,nation
Kun Aguero,Argentina,2015-2016,nation
Gonzalo Higuain,Argentina,2015-2016,nation
Ezequiel Lavezzi,Argentina,2015-2016,nation
Edgardo Bauza,Argentina,2015-2016,nation
Gerardo Martino,Argentina,2015-2016,nation
Nahuel Guzman,Argentina,2016-2017,nation
Agustin Marchesin,Argentina,2016-2017,nation
Sergio Romero,Argentina,2016-2017,nation
Geronimo Rulli,Argentina,2016-2017,nation
Cristian Ansaldi,Argentina,2016-2017,nation
Federico Fazio,Argentina,2016-2017,nation
Jose Luis Gomez,Argentina,2016-2017,nation
Emiliano Insua,Argentina,2016-2017,nation
Jonatan Maidana,Argentina,2016-2017,nation
Emanuel Mammana,Argentina,2016-2017,nation
Javier Mascherano,Argentina,2016-2017,nation
Gabriel Mercado,Argentina,2016-2017,nation
Nicolas Otamendi,Argentina,2016-2017,nation
German Pezzella,Argentina,2016-2017,nation
Nicolas Tagliafico,Argentina,2016-2017,nation
Marcos Acuna,Argentina,2016-2017,nation
Ever Banega,Argentina,2016-2017,nation
Fernando Belluschi,Argentina,2016-2017,nation
Lucas Biglia,Argentina,2016-2017,nation
Joaquin Correa,Argentina,2016-2017,nation
Angel Di Maria,Argentina,2016-2017,nation
Ignacio Fernandez,Argentina,2016-2017,nation
Papu Gomez,Argentina,2016-2017,nation
Matias Kranevitter,Argentina,2016-2017,nation
Manuel Lanzini,Argentina,2016-2017,nation
Giovani Lo Celso,Argentina,2016-2017,nation
Leandro Paredes,Argentina,2016-2017,nation
Enzo Perez,Argentina,2016-2017,nation
Diego Perotti,Argentina,2016-2017,nation
Emiliano Rigoni,Argentina,2016-2017,nation
Guido Rodriguez,Argentina,2016-2017,nation
Eduardo Salvio,Argentina,2016-2017,nation
Kun Aguero,Argentina,2016-2017,nation
Lucas Alario,Argentina,2016-2017,nation
Dario Benedetto,Argentina,2016-2017,nation
Paulo Dybala,Argentina,2016-2017,nation
Gonzalo Higuain,Argentina,2016-2017,nation
Mauro Icardi,Argentina,2016-2017,nation
Cristian Pavon,Argentina,2016-2017,nation
Jorge Sampaoli,Argentina,2016-2017,nation
Franco Armani,Argentina,2017-2018,nation
Willy Caballero,Argentina,2017-2018,nation
Paulo Gazzaniga,Argentina,2017-2018,nation
Nahuel Guzman,Argentina,2017-2018,nation
Guido Herrera,Argentina,2017-2018,nation
Agustin Marchesin,Argentina,2017-2018,nation
Sergio Romero,Argentina,2017-2018,nation
Geronimo Rulli,Argentina,2017-2018,nation
Cristian Ansaldi,Argentina,2017-2018,nation
Leonel Di Placido,Argentina,2017-2018,nation
Federico Fazio,Argentina,2017-2018,nation
Juan Foyth,Argentina,2017-2018,nation
Alan Franco,Argentina,2017-2018,nation
Ramiro Funes Mori,Argentina,2017-2018,nation
Walter Kannemann,Argentina,2017-2018,nation
Emanuel Mammana,Argentina,2017-2018,nation
Javier Mascherano,Argentina,2017-2018,nation
Gabriel Mercado,Argentina,2017-2018,nation
Nicolas Otamendi,Argentina,2017-2018,nation
German Pezzella,Argentina,2017-2018,nation
Marcos Rojo,Argentina,2017-2018,nation
Renzo Saravia,Argentina,2017-2018,nation
Nicolas Tagliafico,Argentina,2017-2018,nation
Marcos Acuna,Argentina,2017-2018,nation
Santiago Ascacibar,Argentina,2017-2018,nation
Ever Banega,Argentina,2017-2018,nation
Rodrigo Battaglia,Argentina,2017-2018,nation
Lucas Biglia,Argentina,2017-2018,nation
Fabricio Bustos,Argentina,2017-2018,nation
Franco Cervi,Argentina,2017-2018,nation
Rodrigo de Paul,Argentina,2017-2018,nation
Angel Di Maria,Argentina,2017-2018,nation
Gaston Gimenez,Argentina,2017-2018,nation
Erik Lamela,Argentina,2017-2018,nation
Manuel Lanzini,Argentina,2017-2018,nation
Giovani Lo Celso,Argentina,2017-2018,nation
Gonzalo Martinez,Argentina,2017-2018,nation
Maximiliano Meza,Argentina,2017-2018,nation
Exequiel Palacios,Argentina,2017-2018,nation
Leandro Paredes,Argentina,2017-2018,nation
Roberto Pereyra,Argentina,2017-2018,nation
Pablo Perez,Argentina,2017-2018,nation
Diego Perotti,Argentina,2017-2018,nation
Eduardo Salvio,Argentina,2017-2018,nation
Matias Vargas,Argentina,2017-2018,nation
Franco Vazquez,Argentina,2017-2018,nation
Kun Aguero,Argentina,2017-2018,nation
Angel Correa,Argentina,2017-2018,nation
Paulo Dybala,Argentina,2017-2018,nation
Gonzalo Higuain,Argentina,2017-2018,nation
Mauro Icardi,Argentina,2017-2018,nation
Lautaro Martinez,Argentina,2017-2018,nation
Cristian Pavon,Argentina,2017-2018,nation
Giovanni Simeone,Argentina,2017-2018,nation
Pablo Aimar,Argentina,2017-2018,nation
Lionel Scaloni,Argentina,2017-2018,nation
Jorge Sampaoli,Argentina,2017-2018,nation
Esteban Andrada,Argentina,2018-2019,nation
Franco Armani,Argentina,2018-2019,nation
Agustin Marchesin,Argentina,2018-2019,nation
Emiliano Martinez,Argentina,2018-2019,nation
Juan Musso,Argentina,2018-2019,nation
Leonardo Balerdi,Argentina,2018-2019,nation
Nicolas Figal,Argentina,2018-2019,nation
Juan Foyth,Argentina,2018-2019,nation
Ramiro Funes Mori,Argentina,2018-2019,nation
Walter Kannemann,Argentina,2018-2019,nation
Lisandro Martinez,Argentina,2018-2019,nation
Lucas Martinez Quarta,Argentina,2018-2019,nation
Gabriel Mercado,Argentina,2018-2019,nation
Gonzalo Montiel,Argentina,2018-2019,nation
Nicolas Otamendi,Argentina,2018-2019,nation
Nehuen Perez,Argentina,2018-2019,nation
German Pezzella,Argentina,2018-2019,nation
Marcos Rojo,Argentina,2018-2019,nation
Renzo Saravia,Argentina,2018-2019,nation
Nicolas Tagliafico,Argentina,2018-2019,nation
Marcos Acuna,Argentina,2018-2019,nation
Domingo Blanco,Argentina,2018-2019,nation
Milton Casco,Argentina,2018-2019,nation
Joaquin Correa,Argentina,2018-2019,nation
Rodrigo de Paul,Argentina,2018-2019,nation
Angel Di Maria,Argentina,2018-2019,nation
Nicolas Dominguez,Argentina,2018-2019,nation
Erik Lamela,Argentina,2018-2019,nation
Manuel Lanzini,Argentina,2018-2019,nation
Giovani Lo Celso,Argentina,2018-2019,nation
Alexis Mac Allister,Argentina,2018-2019,nation
Ivan Marcone,Argentina,2018-2019,nation
Gonzalo Martinez,Argentina,2018-2019,nation
Lucas Ocampos,Argentina,2018-2019,nation
Exequiel Palacios,Argentina,2018-2019,nation
Leandro Paredes,Argentina,2018-2019,nation
Roberto Pereyra,Argentina,2018-2019,nation
Guido Pizarro,Argentina,2018-2019,nation
Guido Rodriguez,Argentina,2018-2019,nation
Matias Vargas,Argentina,2018-2019,nation
Matias Zaracho,Argentina,2018-2019,nation
Kun Aguero,Argentina,2018-2019,nation
Lucas Alario,Argentina,2018-2019,nation
Dario Benedetto,Argentina,2018-2019,nation
Angel Correa,Argentina,2018-2019,nation
Paulo Dybala,Argentina,2018-2019,nation
Adolfo Gaich,Argentina,2018-2019,nation
Nicolas Gonzalez,Argentina,2018-2019,nation
Lautaro Martinez,Argentina,2018-2019,nation
Matias Suarez,Argentina,2018-2019,nation
Lionel Scaloni,Argentina,2018-2019,nation
